"","Ticker Symbol","For Year","Total Assets","Intangible Assets","Liabilities","Earnings Per Share","Total Revenue","Current Ratio","Quick Ratio","Profit Margin","Operating Margin","Total Liabilities","Total Equity","Retained Earnings","Gross Margin","Estimated Shares Outstanding","Book Value","Asset Turnover","Total Debt To Equity","date","open","close","low","high","volume","month","Name","Sector","Industry"
"898","MDLZ",2015,6.2843e+10,1.8768e+10,6e+08,4.49,2.9636e+10,82,58,25,30,3.4831e+10,2.8012e+10,2.07e+10,39,1618485523.39,4.3475e+10,0.471587925465048,1.24343138654862,2015-04-01,36.220001,36.299999,35.93,36.310001,11030700,"04","Mondelez International, Inc.","Consumer Non-Durables","Packaged Foods"
"899","MET",2012,8.36781e+11,0,4.219e+09,1.12,6.815e+10,NA,NA,2,2,7.72328e+11,6.4453e+10,2.5205e+10,44,1182142857.14,8.32562e+11,0.0814430537978276,11.9828091787814,2012-04-02,37.419998,38,37.32,38.290001,6683500,"04","MetLife, Inc.","Finance","Life Insurance"
"900","MET",2013,8.85296e+11,0,7.905e+09,2.94,6.8199e+10,NA,NA,5,6,8.23743e+11,6.1553e+10,2.7332e+10,44,1145578231.29,8.77391e+11,0.0770352514865085,13.3826620960798,2013-04-01,38.040001,37.639999,37.5,38.299999,4608400,"04","MetLife, Inc.","Finance","Life Insurance"
"901","MET",2014,9.02337e+11,0,7.732e+09,5.48,7.3316e+10,NA,NA,9,12,8.30284e+11,7.2053e+10,3.202e+10,47,1151277372.26,8.94605e+11,0.0812512398361144,11.523239837342,2014-04-01,54.43,53.439999,53.209999,54.43,5932800,"04","MetLife, Inc.","Finance","Life Insurance"
"902","MET",2015,8.77933e+11,0,7.5e+09,4.61,6.9951e+10,NA,NA,8,11,8.09984e+11,6.7949e+10,3.5519e+10,45,1151843817.79,8.70433e+11,0.0796769229542573,11.9204697640878,2015-04-01,50.25,50.27,50.049999,50.560001,4201800,"04","MetLife, Inc.","Finance","Life Insurance"
"903","MHK",2012,6303684000,553799000,25994000,3.63,5787980000,308,171,4,7,2584067000,3719617000,2605023000,26,68941597.7961,5723891000,0.918190061557654,0.694713192245331,2012-04-02,66.290001,66.389999,65.720001,66.769997,497300,"04","Mohawk Industries, Inc.","Consumer Durables","Home Furnishings"
"904","MHK",2013,8494177000,811602000,-48935000,4.86,7348754000,234,115,5,7,4033120000,4461057000,2953809000,26,71766666.6667,7731510000,0.865151974111206,0.904072734331796,2013-04-01,113.120003,112.339996,111.260002,114.220001,696400,"04","Mohawk Industries, Inc.","Consumer Durables","Home Furnishings"
"905","MHK",2014,8285544000,702009000,-65079000,7.3,7803446000,153,74,7,10,3867538000,4418006000,3487079000,28,72871917.8082,7648614000,0.941814562809636,0.875403519144157,2014-04-01,136.800003,137.380005,135.979996,139.889999,916900,"04","Mohawk Industries, Inc.","Consumer Durables","Home Furnishings"
"906","MHK",2015,9942364000,936541000,-23725000,2.59,8071563000,100,50,8,10,5088191000,4854173000,4102707000,30,237568339.768,9029548000,0.811835394479623,1.04820965383805,2015-04-01,185.949997,184.660004,183.279999,186.160004,490600,"04","Mohawk Industries, Inc.","Consumer Durables","Home Furnishings"
"907","MJN",2012,3258200000,129900000,-127700000,2.96,3901300000,147,115,15,22,3239500000,18700000,1124800000,61,196081081.081,3.256e+09,1.19737892087656,173.235294117647,2012-04-02,82.610001,84.190002,82.5,84.660004,1108300,"04","Mead Johnson Nutrition Company","Consumer Non-Durables","Packaged Foods"
"908","MJN",2013,3474100000,97500000,78400000,3.2,4200700000,119,89,16,24,3182300000,291800000,1432300000,64,213687500,3298200000,1.20914769292766,10.9057573680603,2013-04-01,77.260002,76.940002,76.779999,77.699997,884300,"04","Mead Johnson Nutrition Company","Consumer Non-Durables","Packaged Foods"
"909","MJN",2014,3763800000,75400000,15800000,3.55,4409300000,193,147,16,22,3189500000,574300000,1.775e+09,61,202760563.38,3672600000,1.17150220521813,5.5537175692147,2014-04-01,83.199997,85.459999,83.199997,85.57,2910600,"04","Mead Johnson Nutrition Company","Consumer Non-Durables","Packaged Foods"
"910","MJN",2015,3998100000,54900000,2700000,3.28,4071300000,208,169,16,24,4630400000,-632300000,640400000,64,199237804.878,3940500000,1.0183086966309,-7.32310612051242,2015-04-01,100.550003,101.150002,98.989998,101.18,1245000,"04","Mead Johnson Nutrition Company","Consumer Non-Durables","Packaged Foods"
"911","MKC",2013,4449700000,333400000,12100000,2.94,4123400000,129,65,9,13,2517200000,1932500000,970400000,40,132312925.17,4104200000,0.926669213654853,1.30256144890039,2013-04-01,73.209999,72.709999,71.959999,73.209999,816100,"04","McCormick & Company, Incorporated","Consumer Non-Durables","Packaged Foods"
"912","MKC",2014,4414300000,330800000,-6700000,3.37,4243200000,126,63,10,14,2622100000,1792200000,982600000,41,129940652.819,4090200000,0.96123960763881,1.46306215824127,2014-04-01,71.580002,71.620003,71.150002,71.760002,511600,"04","McCormick & Company, Incorporated","Consumer Non-Durables","Packaged Foods"
"913","MKC",2015,4472600000,372100000,40400000,3.14,4296300000,110,52,9,13,2802400000,1670200000,1036700000,40,127898089.172,4060100000,0.960582211688951,1.67788288827685,2015-04-01,76.660004,76.279999,75.709999,76.709999,965900,"04","McCormick & Company, Incorporated","Consumer Non-Durables","Packaged Foods"
"914","MLM",2012,3160926000,50433000,-8673000,1.83,2031901000,404,212,4,8,1750381000,1410545000,1101598000,16,46160655.7377,3119166000,0.642818275404106,1.24092531610122,2012-04-02,85.629997,85.720001,84.730003,86.089996,382900,"04","Martin Marietta Materials, Inc.","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)"
"915","MLM",2013,3259826000,48591000,20063000,2.62,2155551000,359,194,6,10,1721949000,1537877000,1148738000,17,46311832.0611,3191172000,0.661247256755422,1.11969227708068,2013-04-01,101.959999,101.910004,101.379997,102.400002,278200,"04","Martin Marietta Materials, Inc.","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)"
"916","MLM",2014,7219754000,595205000,5303000,2.73,2957951000,263,141,5,11,2868588000,4351166000,1213035000,18,56996703.2967,6619246000,0.409702463546542,0.659268802890995,2014-04-01,128.759995,128.100006,127.269997,129.479996,760100,"04","Martin Marietta Materials, Inc.","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)"
"917","MLM",2015,6961732000,510552000,-40053000,4.31,3539570000,295,167,8,14,2904448000,4057284000,874436000,20,67005104.4084,6491233000,0.508432384354928,0.715860166554769,2015-04-01,140.039993,138.100006,136.5,140.190002,847000,"04","Martin Marietta Materials, Inc.","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)"
"918","MMC",2012,1.6288e+10,7.261e+09,-2.92e+08,2.16,1.1924e+10,NA,NA,10,15,9.746e+09,6.542e+09,8.628e+09,100,544444444.444,9.319e+09,0.732072691552063,1.48975848364415,2012-04-02,32.73,32.849998,32.560001,32.959999,2296700,"04","Marsh & McLennan Companies, Inc.","Finance","Specialty Insurers"
"919","MMC",2013,1.698e+10,7.365e+09,-2.83e+08,2.47,1.2261e+10,NA,NA,11,17,9.075e+09,7.905e+09,9.452e+09,100,549392712.551,9.898e+09,0.72208480565371,1.14800759013283,2013-04-01,37.880001,37.75,37.650002,38.110001,1832700,"04","Marsh & McLennan Companies, Inc.","Finance","Specialty Insurers"
"920","MMC",2014,1.7793e+10,6.92e+08,-1.03e+08,2.69,1.2951e+10,NA,NA,11,18,1.0739e+10,7.054e+09,1.0335e+10,100,544609665.428,1.7204e+10,0.727870510875063,1.52239863907003,2014-04-01,50.450001,49.5,49.349998,50.450001,1567500,"04","Marsh & McLennan Companies, Inc.","Finance","Specialty Insurers"
"921","MMC",2015,1.8216e+10,1.036e+09,-4.08e+08,3.01,1.2893e+10,NA,NA,12,19,1.1703e+10,6.513e+09,1.1302e+10,100,531229235.88,1.7588e+10,0.707784365393061,1.79686780285583,2015-04-01,56.209999,56.169998,55.790001,56.48,1843300,"04","Marsh & McLennan Companies, Inc.","Finance","Specialty Insurers"
"922","MMM",2013,3.355e+10,1.688e+09,2.22e+08,6.83,3.0871e+10,170,118,15,22,1.6048e+10,1.7502e+10,3.2416e+10,48,682137628.111,3.164e+10,0.920149031296572,0.916923780139413,2013-04-01,106,105.650002,105.419998,106.169998,1684300,"04","3M Company","Health Care","Medical/Dental Instruments"
"923","MMM",2014,3.1209e+10,1.435e+09,2.81e+08,7.63,3.1821e+10,206,144,16,22,1.81e+10,1.3109e+10,3.4317e+10,48,649541284.404,2.9493e+10,1.01960972796309,1.38073079563659,2014-04-01,135.880005,136.529999,135.669998,136.649994,2370800,"04","3M Company","Health Care","Medical/Dental Instruments"
"924","MMM",2015,3.2883e+10,2.601e+09,-7.35e+08,7.72,3.0274e+10,154,105,16,23,2.1454e+10,1.1429e+10,3.6296e+10,49,626036269.43,3.1017e+10,0.9206580908068,1.87715460670225,2015-04-01,164.289993,162.520004,161.899994,164.539993,2148100,"04","3M Company","Health Care","Medical/Dental Instruments"
"925","MNST",2012,1043325000,54648000,24638000,NA,2060702000,289,219,17,27,398928000,644397000,1508664000,52,NA,964039000,1.97512951381401,0.619071783388191,2012-04-02,62.150002,63.310001,61.77,63.630001,1014000,"04","Monster Beverage Corporation","Consumer Non-Durables","Beverages (Production/Distribution)"
"926","MNST",2013,1420509000,65774000,43805000,NA,2246428000,374,304,15,26,428230000,992279000,1847325000,52,NA,1310930000,1.58142468650322,0.431562090903869,2013-04-01,47.740002,47.66,47.16,48.060001,1199800,"04","Monster Beverage Corporation","Consumer Non-Durables","Beverages (Production/Distribution)"
"927","MNST",2014,1938875000,50748000,36218000,NA,2464867000,465,416,20,30,423725000,1515150000,2330510000,54,NA,1851909000,1.27128721552447,0.27965877965878,2014-04-01,69.739998,71.049997,69.540001,71.52,3743400,"04","Monster Beverage Corporation","Consumer Non-Durables","Beverages (Production/Distribution)"
"928","MNST",2015,5675189000,427986000,463703000,NA,2722564000,697,666,20,33,865779000,4809410000,1394863000,60,NA,4783500000,0.479730983408658,0.180017715270688,2015-04-01,138.720005,136.649998,134.650005,138.720005,3733800,"04","Monster Beverage Corporation","Consumer Non-Durables","Beverages (Production/Distribution)"
"929","MO",2012,3.5329e+10,1.2078e+10,5.94e+08,2.06,2.4618e+10,76,55,17,29,3.2161e+10,3.168e+09,2.4316e+10,39,2029126213.59,2.2657e+10,0.696821308273656,10.1518308080808,2012-04-02,30.74,31.16,30.74,31.27,9773400,"04","Altria Group","Consumer Non-Durables","Farming/Seeds/Milling"
"930","MO",2013,3.4859e+10,1.2058e+10,-7.19e+08,2.26,2.4466e+10,93,67,19,33,3.074e+10,4.119e+09,2.5168e+10,43,2006637168.14,2.352e+10,0.701856048653146,7.4629764505948,2013-04-01,34.189999,34.299999,34.080002,34.439999,6069000,"04","Altria Group","Consumer Non-Durables","Farming/Seeds/Milling"
"931","MO",2014,3.4475e+10,1.2049e+10,4e+06,2.56,2.4522e+10,90,63,21,31,3.1461e+10,3.014e+09,2.6277e+10,41,1980468750,2.2422e+10,0.711298042059463,10.4382879893829,2014-04-01,37.450001,37.389999,37.130001,37.59,5613100,"04","Altria Group","Consumer Non-Durables","Farming/Seeds/Milling"
"932","MO",2015,3.2535e+10,1.2028e+10,3.56e+08,2.67,2.5434e+10,86,57,21,33,2.9655e+10,2.88e+09,2.7257e+10,44,1962921348.31,2.0151e+10,0.781742738589212,10.296875,2015-04-01,50.16,50.299999,49.549999,50.400002,7768800,"04","Altria Group","Consumer Non-Durables","Farming/Seeds/Milling"
"933","MON",2013,2.0664e+10,1.226e+09,-1.29e+08,4.65,1.4861e+10,232,164,17,24,8.105e+09,1.2559e+10,7.188e+09,51,533763440.86,1.9567e+10,0.719173441734417,0.645353929452982,2013-04-01,105.5,105.790001,105.309998,106.610001,2584500,"04","Monsanto Company","Basic Industries","Agricultural Chemicals"
"934","MON",2014,2.1918e+10,1.554e+09,4.82e+08,5.28,1.5855e+10,189,119,17,26,1.4043e+10,7.875e+09,9.012e+09,54,518939393.939,1.9882e+10,0.723378045442102,1.7832380952381,2014-04-01,113.82,113.989998,112.699997,114.480003,3193500,"04","Monsanto Company","Basic Industries","Agricultural Chemicals"
"935","MON",2015,2.192e+10,1.332e+09,4.57e+08,4.85,1.5001e+10,205,138,15,23,1.493e+10,6.99e+09,1.0374e+10,55,477113402.062,2.0131e+10,0.684352189781022,2.13590844062947,2015-04-01,114.660004,116.959999,113.620003,117.129997,7331500,"04","Monsanto Company","Basic Industries","Agricultural Chemicals"
"936","MOS",2013,1.8086e+10,0,-3.24e+08,4.44,9974100000,390,302,19,22,4660600000,13425400000,11603400000,28,425382882.883,1.841e+10,0.551481809134137,0.347147943450474,2013-04-01,59.470001,59.259998,59.080002,59.650002,2914000,"04","Mosaic Company (The)","Basic Industries","Agricultural Chemicals"
"937","MOS",2014,1.8283e+10,0,28100000,2.69,9055800000,327,219,11,14,7579900000,10703100000,11168900000,21,382379182.156,18254900000,0.495312585461904,0.708196690678402,2014-04-01,49.959999,49.799999,49.029999,50.41,3574000,"04","Mosaic Company (The)","Basic Industries","Agricultural Chemicals"
"938","MOS",2015,17389500000,0,263800000,2.79,8895300000,202,126,11,14,7857700000,9531800000,11014800000,19,358566308.244,17125700000,0.511532821530234,0.824366856207642,2015-04-01,46.259998,45.470001,45.25,46.259998,4667400,"04","Mosaic Company (The)","Basic Industries","Agricultural Chemicals"
"939","MPC",2012,2.7223e+10,0,-1.223e+09,9.95,8.2243e+10,159,117,4,6,1.5529e+10,1.1694e+10,3.88e+09,16,340603015.075,2.8446e+10,3.02108511185395,1.3279459551907,NA,NA,NA,NA,NA,NA,NA,"Marathon Petroleum Corporation","Energy","Integrated oil Companies"
"940","MPC",2013,2.8385e+10,0,1.464e+09,6.69,1.0016e+11,130,82,2,3,1.7465e+10,1.092e+10,5.507e+09,12,315695067.265,2.6921e+10,3.52862427338383,1.59935897435897,2013-04-01,89.550003,89.830002,88.290001,90.029999,4970800,"04","Marathon Petroleum Corporation","Energy","Integrated oil Companies"
"941","MPC",2014,3.0425e+10,0,-1.547e+09,8.84,9.7817e+10,132,66,3,4,1.9674e+10,1.0751e+10,7.515e+09,14,285520361.991,3.1972e+10,3.21502054231717,1.82996930518091,2014-04-01,87.150002,89.540001,87.07,89.599998,8849800,"04","Marathon Petroleum Corporation","Energy","Integrated oil Companies"
"942","MPC",2015,4.3115e+10,0,-2.4e+09,5.29,7.2051e+10,149,67,4,6,2.9878e+10,1.3237e+10,9.752e+09,22,539130434.783,4.5515e+10,1.67113533573002,2.25715796630656,2015-04-01,102.760002,101.760002,101.330002,103.639999,5426800,"04","Marathon Petroleum Corporation","Energy","Integrated oil Companies"
"943","MRK",2012,1.06132e+11,2.9083e+10,-2.8e+09,2.03,4.7267e+10,190,154,13,19,5.3112e+10,5.302e+10,3.9985e+10,65,3038423645.32,7.9849e+10,0.445360494478574,1.00173519426631,2012-04-02,38.299999,38.509998,38.209999,38.560001,11440900,"04","Merck & Company, Inc.","Health Care","Major Pharmaceuticals"
"944","MRK",2013,1.05645e+11,2.3801e+10,-1.428e+09,1.49,4.4033e+10,200,165,10,14,5.588e+10,4.9765e+10,3.9257e+10,61,2955704697.99,8.3272e+10,0.416801552368782,1.12287752436451,2013-04-01,44,44.349998,43.77,44.369999,9901900,"04","Merck & Company, Inc.","Health Care","Major Pharmaceuticals"
"945","MRK",2014,9.8167e+10,2.0386e+10,2.397e+09,4.12,4.2237e+10,177,147,28,13,4.952e+10,4.8647e+10,4.6021e+10,60,2893203883.5,7.5384e+10,0.430256603542942,1.01794560815672,2014-04-01,56.650002,56.369999,56.009998,56.84,7715400,"04","Merck & Company, Inc.","Health Care","Major Pharmaceuticals"
"946","MRK",2015,1.01779e+11,2.2602e+10,-5.88e+08,1.58,3.9498e+10,155,131,11,18,5.7103e+10,4.4676e+10,4.5348e+10,62,2811392405.06,7.9765e+10,0.388076125723381,1.27815829528158,2015-04-01,57.259998,56.860001,56.220001,57.32,12712200,"04","Merck & Company, Inc.","Health Care","Major Pharmaceuticals"
"947","MRO",2012,3.5306e+10,0,-1.02e+08,2.24,1.1966e+10,74,67,13,23,1.7023e+10,1.8283e+10,1.389e+10,83,706250000,3.5408e+10,0.338922562737212,0.931083520210031,2012-04-02,31.610001,32.23,31.35,32.439999,4429600,"04","Marathon Oil Corporation","Energy","Oil & Gas Production"
"948","MRO",2013,3.562e+10,0,-2.08e+08,2.49,1.1325e+10,69,60,15,20,1.6276e+10,1.9344e+10,1.5135e+10,81,704016064.257,3.5828e+10,0.317939359910163,0.841397849462366,2013-04-01,33.82,33.599998,33.380001,33.900002,2652200,"04","Marathon Oil Corporation","Energy","Oil & Gas Production"
"949","MRO",2014,3.5983e+10,0,-3.3e+07,4.48,1.0846e+10,105,97,28,11,1.4963e+10,2.102e+10,1.7638e+10,79,679910714.286,3.6016e+10,0.301420115054331,0.711845861084681,2014-04-01,35.720001,35.419998,35.18,35.720001,4455200,"04","Marathon Oil Corporation","Energy","Oil & Gas Production"
"950","MRO",2015,3.2311e+10,0,-9.65e+08,-3.26,5.522e+09,150,132,40,55,1.3758e+10,1.8553e+10,1.4974e+10,69,676073619.632,3.3276e+10,0.170901550555538,0.741551231606748,2015-04-01,26.299999,26.639999,26.23,26.969999,6806600,"04","Marathon Oil Corporation","Energy","Oil & Gas Production"
"951","MSFT",2013,1.42431e+11,3.083e+09,1.841e+09,2.61,7.7849e+10,271,266,28,34,6.3487e+10,7.8944e+10,9.895e+09,74,8376628352.49,1.37507e+11,0.546573428537327,0.804202979327118,2013-04-01,28.639999,28.610001,28.360001,28.66,29201100,"04","Microsoft Corporation","Technology","Computer Software: Prepackaged Software"
"952","MSFT",2014,1.72384e+11,6.981e+09,2.562e+09,2.66,8.6833e+10,250,245,25,32,8.26e+10,8.9784e+10,1.771e+10,69,8298496240.6,1.62841e+11,0.503718442546872,0.919985743562327,2014-04-01,41.150002,41.419998,41.07,41.59,32605000,"04","Microsoft Corporation","Technology","Computer Software: Prepackaged Software"
"953","MSFT",2015,1.74472e+11,4.835e+09,-7.9e+07,1.49,9.358e+10,247,241,13,19,9.4389e+10,8.0083e+10,9.096e+09,65,8183221476.51,1.69716e+11,0.53636113531111,1.17863966135135,2015-04-01,40.599998,40.720001,40.310001,40.759998,36865300,"04","Microsoft Corporation","Technology","Computer Software: Prepackaged Software"
"954","MTB",2012,83008803000,115763000,-13898000,7.57,4608955000,NA,NA,22,0,72806210000,10202593000,6477276000,0,135997093.791,82906938000,0.05552368945737,7.13604962973628,2012-04-02,86.519997,87,86.099998,87.830002,498000,"04","M&T Bank Corporation","Finance","Major Banks"
"955","MTB",2013,85162391000,68851000,-10523000,8.26,4822539000,NA,NA,24,0,73856859000,11305532000,7188004000,0,137830508.475,85104063000,0.0566275669737831,6.53280703641368,2013-04-01,103.18,102.5,102.07,103.18,427700,"04","M&T Bank Corporation","Finance","Major Banks"
"956","MTB",2014,96685535000,35027000,15163000,7.47,4736150000,NA,NA,23,0,84349639000,12335896000,7807119000,0,142737081.66,96635345000,0.0489850937888486,6.8377391476063,2014-04-01,121.800003,121.769997,120.68,121.910004,621000,"04","M&T Bank Corporation","Finance","Major Banks"
"957","MTB",2015,122787884000,140268000,-46338000,7.22,4995881000,NA,NA,22,0,106614595000,16173289000,8430502000,0,149538365.651,122693954000,0.0406870844032136,6.59201693607281,2015-04-01,126.910004,126.260002,125.25,126.949997,592000,"04","M&T Bank Corporation","Finance","Major Banks"
"958","MTD",2013,2152819000,114418000,-3703000,10.22,2378972000,162,125,13,18,1217767000,935052000,2037420000,54,29950489.2368,2042104000,1.10504970459662,1.30235216864944,2013-04-01,213.070007,211.610001,210.179993,213.600006,105800,"04","Mettler-Toledo International, Inc.","Capital Goods","Biotechnology: Laboratory Analytical Instruments"
"959","MTD",2014,2009110000,112784000,-10340000,11.71,2485983000,125,95,14,19,1289515000,719595000,2357334000,55,28884799.3168,1906666000,1.23735534639716,1.79200105614964,2014-04-01,236.029999,238.279999,234.5,238.619995,204200,"04","Mettler-Toledo International, Inc.","Capital Goods","Biotechnology: Laboratory Analytical Instruments"
"960","MTD",2015,1959335000,115252000,23703000,12.75,2395447000,142,104,15,20,1378878000,580457000,2692317000,56,27672156.8627,1820380000,1.22258164122011,2.37550412864347,2015-04-01,327.420013,325.089996,320.540009,327.420013,127400,"04","Mettler-Toledo International, Inc.","Capital Goods","Biotechnology: Laboratory Analytical Instruments"
"961","MU",2013,1.9118e+10,3.86e+08,1.3e+07,1.16,9.073e+09,216,152,13,3,9.976e+09,9.142e+09,-2.12e+08,20,1025862068.97,1.8719e+10,0.474578930850507,1.09122730255961,2013-04-01,9.97,9.38,9.34,9.98,44911900,"04","Micron Technology, Inc.","Technology","Semiconductors"
"962","MU",2014,2.2416e+10,4.68e+08,9.14e+08,2.87,1.6358e+10,214,163,19,19,1.1656e+10,1.076e+10,2.729e+09,33,1060975609.76,2.1034e+10,0.729746609564597,1.08327137546468,2014-04-01,23.84,24.440001,23.700001,24.459999,36880800,"04","Micron Technology, Inc.","Technology","Semiconductors"
"963","MU",2015,2.4143e+10,4.49e+08,-7.07e+08,2.71,1.6192e+10,220,160,18,19,1.1841e+10,1.2302e+10,5.588e+09,32,1069741697.42,2.4401e+10,0.670670587748001,0.962526418468542,2015-04-01,27.129999,27.129999,26.77,27.35,39424700,"04","Micron Technology, Inc.","Technology","Semiconductors"
"964","MUR",2012,17522643000,0,0,5.01,4608563000,121,98,21,30,8580608000,8942035000,7717389000,77,193787624.75,17522643000,0.263006157233244,0.959581124430848,2012-04-02,56.169992,57.119994,55.929998,57.660006,1695800,"04","Murphy Oil Corporation","Energy","Oil & Gas Production"
"965","MUR",2013,17509484000,0,0,5.98,5312686000,109,100,21,28,8913754000,8595730000,8058792000,76,187871739.13,17509484000,0.303417622129813,1.03699790477365,2013-04-01,63.670002,63.290002,62.959995,63.849999,1120500,"04","Murphy Oil Corporation","Energy","Oil & Gas Production"
"966","MUR",2014,16723738000,0,0,5.06,5288933000,104,96,17,23,8150304000,8573434000,8728032000,79,178974505.929,16723738000,0.316253041036639,0.950646380435191,2014-04-01,62.93,62.98,62.59,63.139999,1051400,"04","Murphy Oil Corporation","Energy","Oil & Gas Production"
"967","MUR",2015,11493812000,0,0,-13.03,2787116000,86,77,81,120,6187084000,5306728000,6212201000,70,174277283.193,11493812000,0.242488392884797,1.16589431378431,2015-04-01,46.880001,47.639999,46.880001,48.189999,1733800,"04","Murphy Oil Corporation","Energy","Oil & Gas Production"
"968","MYL",2014,15820500000,2347100000,78200000,2.49,7719600000,121,90,12,18,12564600000,3255900000,3614500000,46,373253012.048,13395200000,0.487949179861572,3.85902515433521,2014-04-01,49.080002,49.310001,48.630001,49.490002,6001900,"04","Mylan N.V.","Health Care","Major Pharmaceuticals"
"969","NAVI",2014,1.46352e+11,3.69e+08,-7.8e+07,2.74,5.637e+09,NA,NA,20,0,1.42154e+11,4.198e+09,1.724e+09,0,419343065.693,1.46061e+11,0.0385167267956707,33.8623153882801,NA,NA,NA,NA,NA,NA,NA,"Navient Corporation","Finance","Investment Bankers/Brokers/Service"
"970","NAVI",2015,1.34112e+11,7.05e+08,-1.81e+08,2.66,5.197e+09,NA,NA,19,0,1.30137e+11,3.975e+09,2.48e+09,0,374812030.075,1.33588e+11,0.0387511930326891,32.7388679245283,2015-04-01,20.25,20.24,20.049999,20.43,2072400,"04","Navient Corporation","Finance","Investment Bankers/Brokers/Service"
"971","NBL",2013,1.9642e+10,0,-1.14e+08,2.72,5.015e+09,111,111,20,33,1.0458e+10,9.184e+09,6.493e+09,83,359558823.529,1.9756e+10,0.255320232155585,1.13871951219512,2013-04-01,116.349998,116,114.589996,116.709999,1123400,"04","Noble Energy Inc.","Energy","Oil & Gas Production"
"972","NBL",2014,2.2518e+10,0,3.81e+08,3.36,5.115e+09,122,122,24,18,1.2193e+10,1.0325e+10,7.458e+09,82,361309523.81,2.2137e+10,0.227151612043698,1.1809200968523,2014-04-01,71.07,70.57,70.230003,71.160004,2189100,"04","Noble Energy Inc.","Energy","Oil & Gas Production"
"973","NBL",2015,2.4196e+10,0,-5.28e+08,-6.07,3.183e+09,126,126,77,78,1.3826e+10,1.037e+10,4.726e+09,69,402141680.395,2.4724e+10,0.131550669532154,1.33326904532305,2015-04-01,49.27,48.869999,48.77,49.860001,3238500,"04","Noble Energy Inc.","Energy","Oil & Gas Production"
"974","NDAQ",2012,9.132e+09,1.65e+09,-4.7e+07,2.09,3.023e+09,NA,NA,12,20,3.924e+09,5.208e+09,2.678e+09,52,168421052.632,7.529e+09,0.331033727551467,0.753456221198157,2012-04-02,25.82,25.93,25.68,26.120001,2306500,"04","Nasdaq, Inc.","Finance","Investment Bankers/Brokers/Service"
"975","NDAQ",2013,1.2577e+10,2.386e+09,6e+07,2.3,3.1e+09,NA,NA,12,19,6.393e+09,6.184e+09,2.976e+09,58,167391304.348,1.0131e+10,0.246481672894967,1.03379689521345,2013-04-01,32.279999,32.009998,31.959999,32.5,690200,"04","Nasdaq, Inc.","Finance","Investment Bankers/Brokers/Service"
"976","NDAQ",2014,1.2071e+10,2.077e+09,7e+07,2.45,3.383e+09,NA,NA,12,19,6.278e+09,5.793e+09,3.292e+09,58,168979591.837,9.924e+09,0.280258470714937,1.08372173312619,2014-04-01,37.310001,35.779999,35.509998,37.310001,5836400,"04","Nasdaq, Inc.","Finance","Investment Bankers/Brokers/Service"
"977","NDAQ",2015,1.1861e+10,1.959e+09,-2e+07,2.56,3.292e+09,NA,NA,13,18,6.252e+09,5.609e+09,3.571e+09,60,167187500,9.922e+09,0.277548267431077,1.11463719022999,2015-04-01,50.639999,50.459999,50.259998,50.93,884100,"04","Nasdaq, Inc.","Finance","Investment Bankers/Brokers/Service"
"978","NEE",2012,6.4439e+10,0,3.4e+07,4.59,1.4256e+10,59,47,13,23,4.8371e+10,1.6068e+10,1.0783e+10,42,416339869.281,6.4405e+10,0.221232483433945,3.01039332835449,2012-04-02,61.200001,61.830002,61.200001,62.099998,2127500,"04","NextEra Energy, Inc.","Public Utilities","Electric Utilities: Central"
"979","NEE",2013,6.9306e+10,0,1.25e+08,4.5,1.5136e+10,64,51,13,21,5.1266e+10,1.804e+10,1.1569e+10,46,4.24e+08,6.9181e+10,0.218393789859464,2.84179600886918,2013-04-01,77.610001,77.480003,77.239998,77.68,995100,"04","NextEra Energy, Inc.","Public Utilities","Electric Utilities: Central"
"980","NEE",2014,7.4605e+10,0,-8.7e+07,5.67,1.7021e+10,72,58,14,26,5.4689e+10,1.9916e+10,1.2773e+10,49,434744268.078,7.4692e+10,0.228148247436499,2.7459831291424,2014-04-01,95.610001,94.860001,94.459999,95.610001,1163900,"04","NextEra Energy, Inc.","Public Utilities","Electric Utilities: Central"
"981","NEE",2015,8.2479e+10,0,-1.4e+08,6.11,1.7486e+10,67,55,16,26,5.9905e+10,2.2574e+10,1.414e+10,51,450409165.303,8.2619e+10,0.212005480182834,2.65371666519004,2015-04-01,103.940002,104.760002,102.860001,105.160004,1891800,"04","NextEra Energy, Inc.","Public Utilities","Electric Utilities: Central"
"982","NEM",2012,2.965e+10,0,0,3.65,9.964e+09,189,139,18,31,1.5877e+10,1.3773e+10,4.166e+09,57,493698630.137,2.965e+10,0.336053962900506,1.15276265156466,2012-04-02,51.560001,52.110001,51.209999,52.41,5477900,"04","Newmont Mining Corporation","Basic Industries","Precious Metals"
"983","NEM",2013,2.4607e+10,0,0,-4.94,8.414e+09,178,123,30,43,1.4614e+10,9.993e+09,8.48e+08,37,512955465.587,2.4607e+10,0.341935221684886,1.46242369658761,2013-04-01,42,41.389999,41.220001,42,4399700,"04","Newmont Mining Corporation","Basic Industries","Precious Metals"
