"","Ticker Symbol","For Year","Total Assets","Intangible Assets","Liabilities","Earnings Per Share","Total Revenue","Current Ratio","Quick Ratio","Profit Margin","Operating Margin","Total Liabilities","Total Equity","Retained Earnings","Gross Margin","Estimated Shares Outstanding","Book Value","Asset Turnover","Total Debt To Equity","date","open","close","low","high","volume","month","Name","Sector","Industry"
"170","BAX",2013,2.5224e+10,2.294e+09,1.75e+08,3.7,9.413e+09,194,128,21,5,1.6761e+10,8.463e+09,1.1852e+10,44,543783783.784,2.2755e+10,0.373176339993657,1.98050336760014,2013-04-01,72.469997,72.299995,72.119999,72.849997,3800700,"04","Baxter International Inc.","Health Care","Medical/Dental Instruments"
"171","BAX",2014,2.6138e+10,1.62e+09,-3.7e+07,4.61,1.0719e+10,168,142,23,6,1.8018e+10,8.12e+09,1.3227e+10,43,541648590.022,2.4555e+10,0.41009258550769,2.21896551724138,2014-04-01,73.869997,73.67,72.930002,73.950001,6544000,"04","Baxter International Inc.","Health Care","Medical/Dental Instruments"
"172","BAX",2015,2.0975e+10,1.349e+09,2.36e+08,1.78,9.968e+09,205,177,10,5,1.2129e+10,8.846e+09,9.683e+09,42,543820224.719,1.939e+10,0.47523241954708,1.3711281935338,2015-04-01,68.200002,67.540001,67.239998,68.310001,7211100,"04","Baxter International Inc.","Health Care","Medical/Dental Instruments"
"173","BBBY",2012,6279952000,0,126827000,4.62,10914585000,237,86,10,15,2200222000,4079730000,7573612000,40,224629437.229,6153125000,1.73800452614924,0.539305787392793,2012-04-02,66.209999,66.879997,65.879997,67.040001,2959100,"04","Bed Bath & Beyond Inc.","Consumer Services","Home Furnishings"
"174","BBBY",2013,6356033000,0,226929000,4.85,11503963000,206,66,9,14,2414746000,3941287000,8595902000,40,210781443.299,6129104000,1.80992814228623,0.612679563807457,2013-04-01,63.93,63.82,63.619999,64.809998,1807900,"04","Bed Bath & Beyond Inc.","Consumer Services","Home Furnishings"
"175","BBBY",2014,6758993000,0,103233000,5.13,11881176000,210,70,8,13,4015803000,2743190000,9553376000,39,186642105.263,6655760000,1.75783226880099,1.46391719129918,2014-04-01,69,69.379997,68.669998,69.830002,1794900,"04","Bed Bath & Beyond Inc.","Consumer Services","Home Furnishings"
"176","BBBY",2015,6498940000,0,-64362000,5.15,12103887000,205,52,7,12,3939400000,2559540000,10394865000,38,163395922.33,6563302000,1.86244018255285,1.5391046828727,2015-04-01,76.43,76.330002,74.93,76.760002,2264500,"04","Bed Bath & Beyond Inc.","Consumer Services","Home Furnishings"
"177","BBT",2012,1.84499e+11,6.73e+08,3.46e+08,2.74,1.0737e+10,NA,NA,18,0,1.63341e+11,2.1158e+10,1.0129e+10,0,722262773.723,1.8348e+11,0.0581954373736443,7.7200586066736,2012-04-02,31.219999,31.34,31.030001,31.5,6159100,"04","BB&T Corporation","Finance","Major Banks"
"178","BBT",2013,1.8301e+11,5.69e+08,-8.12e+08,2.22,1.0543e+10,NA,NA,16,0,1.60251e+11,2.2759e+10,1.1044e+10,0,756756756.757,1.83253e+11,0.057608873832031,7.04121446460741,2013-04-01,31.41,30.889999,30.700001,31.42,3302900,"04","BB&T Corporation","Finance","Major Banks"
"179","BBT",2014,1.86834e+11,5.05e+08,-4e+06,2.79,9.998e+09,NA,NA,21,0,1.62545e+11,2.4289e+10,1.2317e+10,0,763799283.154,1.86333e+11,0.0535127439331171,6.69212400675203,2014-04-01,40.32,40.439999,40.16,40.5,3681300,"04","BB&T Corporation","Finance","Major Banks"
"180","BBT",2015,2.09947e+11,6.86e+08,2.63e+08,2.59,1.0346e+10,NA,NA,20,0,1.82641e+11,2.7306e+10,1.3464e+10,0,804633204.633,2.08998e+11,0.0492791037738096,6.68867648135941,2015-04-01,38.77,38.560001,38.220001,38.790001,4328900,"04","BB&T Corporation","Finance","Major Banks"
"181","BBY",2012,1.6005e+10,3.59e+08,5.76e+08,-3.36,4.5457e+10,116,52,3,5,1.226e+10,3.745e+09,3.621e+09,24,366369047.619,1.507e+10,2.84017494532958,3.27369826435247,2012-04-02,23.24,23.639999,22.799999,23.799999,11182500,"04","Best Buy Co., Inc.","Consumer Services","Consumer Electronics/Video Chains"
"182","BBY",2014,1.4013e+10,1.01e+08,-1.205e+09,1.56,4.0611e+10,141,69,1,3,1.0027e+10,3.986e+09,3.159e+09,23,341025641.026,1.5117e+10,2.89809462641833,2.5155544405419,2014-04-01,26.41,26.379999,26.049999,26.58,4848300,"04","Best Buy Co., Inc.","Consumer Services","Consumer Electronics/Video Chains"
"183","BBY",2015,1.5245e+10,5.7e+07,3.55e+08,3.53,4.0339e+10,148,81,3,4,1.025e+10,4.995e+09,4.141e+09,22,349291784.703,1.4833e+10,2.64604788455231,2.05205205205205,2015-04-01,37.630001,37.209999,36.93,37.830002,6140500,"04","Best Buy Co., Inc.","Consumer Services","Consumer Electronics/Video Chains"
"184","BCR",2013,5041100000,1164900000,-77300000,8.54,3049500000,356,296,23,21,2952900000,2088200000,360100000,61,80772833.7237,3953500000,0.60492749598302,1.41408868882291,2013-04-01,100.599998,100.160004,99.839996,100.93,529200,"04","C.R. Bard, Inc.","Health Care","Medical/Dental Instruments"
"185","BCR",2014,5092600000,1053900000,-3.5e+07,3.83,3323600000,333,272,9,24,3287700000,1804900000,-70300000,62,76892950.3916,4073700000,0.65263323253348,1.82154135963211,2014-04-01,148.669998,149.25,147.789993,150.130005,681000,"04","C.R. Bard, Inc.","Health Care","Medical/Dental Instruments"
"186","BCR",2015,4.844e+09,1019100000,-217300000,1.8,3.416e+09,156,123,4,25,3388700000,1455300000,-503500000,62,75222222.2222,4042200000,0.705202312138728,2.32852332852333,2015-04-01,167.169998,165.240005,163.809998,167.169998,745300,"04","C.R. Bard, Inc.","Health Care","Medical/Dental Instruments"
"187","BDX",2013,1.2149e+10,1.205e+09,3.15e+08,6.63,8.054e+09,276,210,16,16,7.106e+09,5.043e+09,1.1342e+10,52,195022624.434,1.0629e+10,0.662935221005844,1.40908189569701,2013-04-01,95.650002,95.709999,95.339996,96.239998,676100,"04","Becton, Dickinson and Company","Health Care","Medical/Dental Instruments"
"188","BDX",2014,1.2447e+10,1.125e+09,1.7e+08,6.13,8.446e+09,274,207,14,19,7.395e+09,5.053e+09,1.2105e+10,51,193311582.382,1.1152e+10,0.678557082027798,1.46348703740352,2014-04-01,118,117.260002,116.43,118,697100,"04","Becton, Dickinson and Company","Health Care","Medical/Dental Instruments"
"189","BDX",2015,2.6478e+10,7.386e+09,1.73e+08,3.43,1.0282e+10,129,84,7,10,1.9314e+10,7.164e+09,1.2314e+10,46,202623906.706,1.8919e+10,0.388322380844475,2.69597989949749,2015-04-01,143.630005,141.949997,140.869995,143.630005,1197100,"04","Becton, Dickinson and Company","Health Care","Medical/Dental Instruments"
"190","BHI",2013,2.7934e+10,8.83e+08,8.14e+08,2.47,2.2364e+10,247,162,5,9,1.0221e+10,1.7713e+10,1.0438e+10,17,443724696.356,2.6237e+10,0.800601417627264,0.577033816970587,2013-04-01,46.25,45.73,45.419998,46.599998,2634700,"04","Baker Hughes A GE Co","Energy","Oil & Gas Production"
"191","BHI",2014,2.8827e+10,8.12e+08,3.81e+08,3.93,2.4551e+10,260,172,7,12,1.0202e+10,1.8625e+10,1.1878e+10,20,437404580.153,2.7634e+10,0.85166684011517,0.547758389261745,2014-04-01,64.720001,65.580002,64.720001,65.629997,3133700,"04","Baker Hughes A GE Co","Energy","Oil & Gas Production"
"192","BHI",2015,2.408e+10,5.83e+08,-1.654e+09,-4.49,1.5742e+10,334,229,12,15,7.782e+09,1.6298e+10,9.614e+09,8,438084632.517,2.5151e+10,0.653737541528239,0.477481899619585,2015-04-01,63.860001,63.830002,63.310001,64.309998,3796500,"04","Baker Hughes A GE Co","Energy","Oil & Gas Production"
"193","BIIB",2013,11863335000,4474653000,602600000,7.86,6932200000,181,144,27,36,3243093000,8620242000,6349135000,88,236933842.239,6786082000,0.584338215181481,0.376218324265142,2013-04-01,193.660004,192.770004,191.800003,196.779999,2067300,"04","Biogen Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"194","BIIB",2014,14314700000,4028500000,353300000,12.42,9703300000,204,168,30,41,3505700000,1.0809e+10,9283900000,88,236296296.296,9932900000,0.677855630924853,0.324331575538903,2014-04-01,308.420013,309.790009,305.309998,316.339996,1714800,"04","Biogen Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"195","BIIB",2015,19504800000,4085100000,-2.72e+08,15.38,10763800000,260,225,33,45,1.0132e+10,9372800000,12208400000,88,230624187.256,15691700000,0.551853902629096,1.08100034141345,2015-04-01,423.200012,413.809998,407.549988,423.470001,2709200,"04","Biogen Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"196","BK",2012,3.5899e+11,4.809e+09,-1.95e+08,2.04,1.4528e+10,NA,NA,17,22,3.22559e+11,3.6431e+10,1.4622e+10,100,1194607843.14,3.54376e+11,0.0404690938466253,8.85397051961242,2012-04-02,24.09,24.49,23.879999,24.559999,9397500,"04","Bank Of New York Mellon Corporation (The)","Finance","Major Banks"
"197","BK",2013,3.74516e+11,4.452e+09,-4.65e+08,1.75,1.4942e+10,NA,NA,14,24,3.37019e+11,3.7497e+10,1.5952e+10,100,1202285714.29,3.70529e+11,0.0398968268378387,8.98789236472251,2013-04-01,27.91,27.870001,27.690001,28.23,4327000,"04","Bank Of New York Mellon Corporation (The)","Finance","Major Banks"
"198","BK",2014,3.85303e+11,4.127e+09,-9.41e+08,2.17,1.5649e+10,NA,NA,16,22,3.47862e+11,3.7441e+10,1.7683e+10,100,1182949308.76,3.82117e+11,0.0406147888804396,9.29093774204749,2014-04-01,35.810001,35.41,35.18,35.860001,5115900,"04","Bank Of New York Mellon Corporation (The)","Finance","Major Banks"
"199","BK",2015,3.9378e+11,3.842e+09,-8.52e+08,2.73,1.4951e+10,NA,NA,21,28,3.55743e+11,3.8037e+10,1.9974e+10,100,1156776556.78,3.9079e+11,0.0379679008583473,9.35255146304914,2015-04-01,40.220001,40.209999,39.869999,40.41,4686600,"04","Bank Of New York Mellon Corporation (The)","Finance","Major Banks"
"200","BLL",2012,7507100000,531600000,10600000,2.61,8735700000,139,77,5,9,6392500000,1114600000,3580800000,18,151839080.46,6964900000,1.16365840337814,5.73524134218554,2012-04-02,42.540001,43.099998,42.540001,43.169998,1354500,"04","Ball Corporation","Consumer Durables","Containers/Packaging"
"201","BLL",2013,7820400000,577500000,-40100000,2.79,8468100000,128,75,5,9,6595800000,1224600000,3947700000,19,145806451.613,7.283e+09,1.08282185054473,5.38608525232729,2013-04-01,47.48,47.299999,47.080002,47.689999,414200,"04","Ball Corporation","Consumer Durables","Containers/Packaging"
"202","BLL",2014,7.571e+09,572300000,363300000,3.39,8.57e+09,115,65,5,10,6537900000,1033100000,4346900000,19,138643067.847,6635400000,1.13195086514331,6.3284290000968,2014-04-01,54.970001,55.060001,54.619999,55.080002,748000,"04","Ball Corporation","Consumer Durables","Containers/Packaging"
"203","BLL",2015,9.777e+09,576200000,-1.8e+07,2.05,7.997e+09,102,60,4,8,8525700000,1251300000,4557500000,19,137024390.244,9218800000,0.817940063414135,6.81347398705346,2015-04-01,70.800003,70.300003,69.809998,70.82,841400,"04","Ball Corporation","Consumer Durables","Containers/Packaging"
"204","BMY",2012,3.5897e+10,8.778e+09,1.3e+07,1.17,1.7621e+10,115,95,11,13,2.2274e+10,1.3623e+10,3.2733e+10,74,1675213675.21,2.7106e+10,0.490876674931053,1.63502899508185,2012-04-02,33.650002,33.889999,33.630001,33.93,8389100,"04","Bristol-Myers Squibb Company","Health Care","Major Pharmaceuticals"
"205","BMY",2013,3.8592e+10,2.318e+09,1.503e+09,1.56,1.6385e+10,152,140,16,19,2.3438e+10,1.5154e+10,3.2952e+10,72,1642948717.95,3.4771e+10,0.424569859038143,1.54665434868682,2013-04-01,41.119999,41.139999,40.93,41.360001,6612500,"04","Bristol-Myers Squibb Company","Health Care","Major Pharmaceuticals"
"206","BMY",2014,3.3749e+10,1.753e+09,7.4e+08,1.21,1.5879e+10,173,154,13,16,1.8897e+10,1.4852e+10,3.2541e+10,75,1656198347.11,3.1256e+10,0.470502829713473,1.27235389173175,2014-04-01,52.23,51.869999,51.23,52.389999,7330100,"04","Bristol-Myers Squibb Company","Health Care","Major Pharmaceuticals"
"207","BMY",2015,3.1748e+10,1.419e+09,-6.54e+08,0.94,1.656e+10,130,115,9,11,1.7482e+10,1.4266e+10,3.1613e+10,76,1664893617.02,3.0983e+10,0.52160766032506,1.22543109491098,2015-04-01,64.199997,63.560001,62.880001,64.199997,8836600,"04","Bristol-Myers Squibb Company","Health Care","Major Pharmaceuticals"
"208","BSX",2012,1.7154e+10,6.289e+09,2.69e+08,-2.89,7.249e+09,171,121,56,53,1.0284e+10,6.87e+09,-8.449e+09,68,1407612456.75,1.0596e+10,0.42258365395826,1.49694323144105,2012-04-02,5.99,5.97,5.95,6.04,16839800,"04","Boston Scientific Corporation","Health Care","Medical/Dental Instruments"
"209","BSX",2013,1.6571e+10,5.95e+09,2e+08,-0.09,7.143e+09,165,116,2,2,1.0032e+10,6.539e+09,-8.57e+09,70,1344444444.44,1.0421e+10,0.431054251403054,1.53417953815568,2013-04-01,7.83,7.8,7.72,7.86,29655600,"04","Boston Scientific Corporation","Health Care","Medical/Dental Instruments"
"210","BSX",2014,1.7024e+10,5.606e+09,1.023e+09,-0.09,7.38e+09,127,93,2,4,1.0567e+10,6.457e+09,-8.689e+09,70,1322222222.22,1.0395e+10,0.433505639097744,1.63651850704662,2014-04-01,13.55,13.62,13.49,13.65,6763200,"04","Boston Scientific Corporation","Health Care","Medical/Dental Instruments"
"211","BSX",2015,1.8133e+10,6.194e+09,3.17e+08,-0.18,7.477e+09,143,101,3,4,1.1813e+10,6.32e+09,-8.927e+09,71,1327777777.78,1.1622e+10,0.412342138642254,1.86914556962025,2015-04-01,17.75,17.65,17.309999,17.82,9807600,"04","Boston Scientific Corporation","Health Care","Medical/Dental Instruments"
"212","BWA",2013,6.917e+09,0,3100000,2.73,7436600000,172,144,8,11,3356400000,3560600000,3177400000,21,228681318.681,6913900000,1.07511927136042,0.942650115149132,2013-04-01,77.370003,76.690002,76.459999,77.459999,1246000,"04","BorgWarner Inc.","Capital Goods","Auto Parts:O.E.M."
"213","BWA",2014,7.228e+09,151100000,100400000,2.89,8305100000,137,114,8,12,3611800000,3616200000,3717100000,21,226920415.225,6976500000,1.1490177089098,0.998783253138654,2014-04-01,61.790001,63.07,61.290001,63.119999,1221200,"04","BorgWarner Inc.","Capital Goods","Auto Parts:O.E.M."
"214","BWA",2015,8825700000,543800000,57700000,2.72,8023200000,133,102,8,12,5.272e+09,3553700000,4210100000,21,224154411.765,8224200000,0.909072368197423,1.48352421419929,2015-04-01,60.52,60.09,59.5,60.75,1809800,"04","BorgWarner Inc.","Capital Goods","Auto Parts:O.E.M."
"215","BXP",2012,15462321000,0,-68257000,1.93,1847186000,NA,NA,16,35,10254380000,5097065000,-109985000,64,150077720.207,15530578000,0.119463695004133,2.01182052808822,2012-04-02,104.989998,105.209999,104.660004,105.599998,1116600,"04","Boston Properties, Inc.","Consumer Services","Real Estate Investment Trusts"
"216","BXP",2013,20176264000,0,-19945000,4.87,2135539000,NA,NA,35,32,14383799000,5741153000,-108552000,64,153965297.741,20196209000,0.105844124561415,2.50538506812133,2013-04-01,100.860001,100.5,100,101.639999,782500,"04","Boston Properties, Inc.","Consumer Services","Real Estate Investment Trusts"
"217","BXP",2014,19886767000,0,-157037000,2.83,2396998000,NA,NA,19,33,14188836000,5697298000,-762464000,64,156753003.534,20043804000,0.120532311762892,2.49045003438472,2014-04-01,114.580002,115.709999,113.82,115.760002,884100,"04","Boston Properties, Inc.","Consumer Services","Real Estate Investment Trusts"
"218","BXP",2015,18379456000,0,-103857000,3.79,2490821000,NA,NA,23,34,12670021000,5709435000,-780952000,64,153853825.858,18483313000,0.13552201980298,2.21913744529888,2015-04-01,140.479996,139.710007,138.850006,141.240005,856000,"04","Boston Properties, Inc.","Consumer Services","Real Estate Investment Trusts"
"219","C",2012,1.86466e+12,5.697e+09,-1.3096e+10,2.51,5.9581e+10,NA,NA,13,8,1.675611e+12,1.89049e+11,9.7809e+10,100,3004382470.12,1.872059e+12,0.0319527420548518,8.86336875624838,2012-04-02,36.400002,36.869999,36.16,37.139999,23825400,"04","Citigroup Inc.","Finance","Major Banks"
"220","C",2013,1.880382e+12,5.056e+09,-1.0346e+10,4.35,6.7997e+10,NA,NA,20,28,1.676043e+12,2.04339e+11,1.11168e+11,100,3.14e+09,1.885672e+12,0.0361612693590983,8.20226682131164,2013-04-01,44.32,43.790001,43.66,44.709999,19623400,"04","Citigroup Inc.","Finance","Major Banks"
"221","C",2014,1.842181e+12,4.566e+09,3.7103e+10,2.21,6.9606e+10,NA,NA,11,20,1.631996e+12,2.10185e+11,1.17852e+11,100,3307692307.69,1.800512e+12,0.0377845608004859,7.76456930799058,2014-04-01,47.720001,47.799999,47.650002,48.25,26810400,"04","Citigroup Inc.","Finance","Major Banks"
"222","C",2015,1.73121e+12,3.721e+09,-2.9866e+10,5.41,6.8024e+10,NA,NA,25,35,1.509353e+12,2.21857e+11,1.33841e+11,100,3187060998.15,1.757355e+12,0.039292749002143,6.80326967370874,2015-04-01,51.369999,51.619999,51.009998,51.900002,21577700,"04","Citigroup Inc.","Finance","Major Banks"
"223","CAG",2013,20405300000,3403600000,55800000,1.88,13469300000,129,60,6,10,15140900000,5264400000,5129500000,25,411648936.17,16945900000,0.660088310389948,2.87609224223083,2013-04-01,35.829999,35.62,35.479999,35.839999,2646600,"04","ConAgra Brands, Inc.","Consumer Non-Durables","Packaged Foods"
"224","CAG",2014,19319500000,3204900000,-128800000,0.72,11838200000,160,82,3,10,1.4061e+10,5258500000,5010600000,25,420972222.222,16243400000,0.612759129377054,2.67395645145954,2014-04-01,31.009999,30.82,30.549999,31.049998,3719200,"04","ConAgra Brands, Inc.","Consumer Non-Durables","Packaged Foods"
"225","CAG",2015,17437800000,1272500000,2800000,-0.6,1.1937e+10,108,58,2,11,12911800000,4.526e+09,4331100000,24,4.21e+08,16162500000,0.684547362626019,2.85280600972161,2015-04-01,36.509998,36.859998,35.94,36.929999,5754500,"04","ConAgra Brands, Inc.","Consumer Non-Durables","Packaged Foods"
"226","CAH",2013,2.5819e+10,5.574e+09,1.45e+08,0.98,1.01093e+11,122,64,0,1,1.9844e+10,5.975e+09,4.038e+09,5,340816326.531,2.01e+10,3.91544986250436,3.32117154811715,2013-04-01,41.689999,41.849998,41.650002,42.060001,3285600,"04","Cardinal Health, Inc.","Health Care","Other Pharmaceuticals"
"227","CAH",2014,2.6033e+10,5.87e+09,-3.12e+08,3.42,9.1084e+10,119,64,1,2,1.9632e+10,6.401e+09,4.774e+09,6,340935672.515,2.0475e+10,3.49878999731111,3.06702077800344,2014-04-01,70.300003,69.730003,69.379997,70.690002,2523400,"04","Cardinal Health, Inc.","Health Care","Other Pharmaceuticals"
"228","CAH",2015,3.0142e+10,6.018e+09,2.101e+09,3.66,1.02531e+11,126,73,1,2,2.3886e+10,6.256e+09,5.521e+09,6,331967213.115,2.2023e+10,3.40159909760467,3.81809462915601,2015-04-01,90.209999,88.849998,88.160004,90.239998,2131000,"04","Cardinal Health, Inc.","Health Care","Other Pharmaceuticals"
"229","CAT",2013,8.4896e+10,3.596e+09,-6.25e+08,5.87,5.5656e+10,140,94,7,10,6.4085e+10,2.0811e+10,3.1854e+10,26,645485519.591,8.1925e+10,0.65557859027516,3.07938109653549,2013-04-01,86.860001,85.639999,85.410004,86.940002,5666900,"04","Caterpillar, Inc.","Capital Goods","Construction/Ag Equipment/Trucks"
"230","CAT",2014,8.4681e+10,3.076e+09,1.61e+08,5.99,5.5184e+10,139,96,4,6,6.7935e+10,1.6746e+10,3.3887e+10,25,409348914.858,8.1444e+10,0.651669205606925,4.05678968111788,2014-04-01,98.940002,99.809998,98.940002,100.080002,4814300,"04","Caterpillar, Inc.","Capital Goods","Construction/Ag Equipment/Trucks"
"231","CAT",2015,7.8342e+10,2.821e+09,-2.4e+09,3.54,4.7011e+10,128,91,5,8,6.3533e+10,1.4809e+10,2.9246e+10,27,709604519.774,7.7921e+10,0.600074034362156,4.29016138834493,2015-04-01,80.029999,79.639999,79.389999,80.519997,4446200,"04","Caterpillar, Inc.","Capital Goods","Construction/Ag Equipment/Trucks"
"232","CB",2012,9.2545e+10,4.975e+09,3.2e+08,7.96,1.7936e+10,NA,NA,15,17,6.5014e+10,2.7531e+10,1.0033e+10,30,339949748.744,8.725e+10,0.193808417526609,2.36148341869166,2012-04-02,73.260002,74.199997,73.080002,74.559998,1519800,"04","D/B/A Chubb Limited New","Finance","Property-Casualty Insurers"
"233","CB",2013,9.451e+10,5.404e+09,7.61e+08,11.02,1.9261e+10,NA,NA,20,22,6.5685e+10,2.8825e+10,1.3791e+10,35,341016333.938,8.8345e+10,0.203798539837054,2.27875108412836,2013-04-01,89.099998,88.699997,88.459999,89.300003,718000,"04","D/B/A Chubb Limited New","Finance","Property-Casualty Insurers"
"234","CB",2014,9.8248e+10,5.724e+09,1.169e+09,8.5,1.9171e+10,NA,NA,15,18,6.8661e+10,2.9587e+10,1.6644e+10,31,335647058.824,9.1355e+10,0.195128654018402,2.32064758170818,2014-04-01,99.300003,99.080002,98.480003,99.529999,1361600,"04","D/B/A Chubb Limited New","Finance","Property-Casualty Insurers"
"235","CB",2015,1.02366e+11,5.683e+09,8.5e+08,8.71,1.8987e+10,NA,NA,15,17,7.3231e+10,2.9135e+10,1.9478e+10,32,325373134.328,9.5833e+10,0.185481507531798,2.51350609232881,2015-04-01,112.459999,110.989998,110.730003,112.720001,1417300,"04","D/B/A Chubb Limited New","Finance","Property-Casualty Insurers"
"236","CBG",2012,7809542000,786793000,22306000,0.98,6514099000,137,137,5,9,6270331000,1539211000,740054000,12,321994897.959,7000443000,0.83412049003642,4.07373063212256,2012-04-02,19.969999,20.17,19.77,20.459999,4531400,"04","CBRE Group, Inc.","Finance","Real Estate"
"237","CBG",2013,6998414000,841228000,138908000,0.96,7184794000,111,111,4,9,5102629000,1895785000,1056592000,12,329727083.333,6018278000,1.02663174827897,2.6915652355093,2013-04-01,25.280001,24.440001,24.299999,25.280001,2863500,"04","CBRE Group, Inc.","Finance","Real Estate"
"238","CBG",2014,7568010000,802360000,333908000,1.47,9049918000,115,115,5,9,5308180000,2259830000,1541095000,11,329593877.551,6431742000,1.19581210912776,2.34892890173155,2014-04-01,27.559999,27.65,27.280001,27.68,1547100,"04","CBRE Group, Inc.","Finance","Real Estate"
"239","CBG",2015,11017943000,1450469000,320914000,1.64,10855810000,106,106,5,8,8305291000,2712652000,2088227000,10,333617073.171,9246560000,0.985284639791656,3.06168686584199,2015-04-01,38.810001,38.830002,38.369999,39,2367700,"04","CBRE Group, Inc.","Finance","Real Estate"
"240","CCI",2012,16088709000,2941696000,119709000,0.64,2432680000,128,128,8,34,13149963000,2938746000,-2625990000,70,294662500,13027304000,0.151204176792557,4.47468512079642,2012-04-02,53.380001,53.369999,52.68,53.77,1897100,"04","Crown Castle International Corporation","Consumer Services","Real Estate Investment Trusts"
"241","CCI",2013,20594908000,4057865000,284342000,0.26,2865751000,118,118,3,31,13668191000,6926717000,-2535879000,65,346580769.231,16252701000,0.139148521566593,1.97325673908722,2013-04-01,69.690002,69.790001,69.629997,70.169998,1935400,"04","Crown Castle International Corporation","Consumer Services","Real Estate Investment Trusts"
"242","CCI",2014,21143276000,3681551000,411005000,1.04,3538756000,138,138,11,27,14427051000,6716225000,-2815428000,63,375493269.231,17050720000,0.167370278853665,2.14808929123131,2014-04-01,74.129997,74.760002,74,74.900002,1734700,"04","Crown Castle International Corporation","Consumer Services","Real Estate Investment Trusts"
"243","CCI",2015,22036245000,3779915000,320625000,4.44,3663851000,115,115,42,26,14947024000,7089221000,-2458397000,64,342565765.766,17935705000,0.166264760625052,2.10841557908831,2015-04-01,82.879997,83.720001,82.849998,83.919998,2067900,"04","Crown Castle International Corporation","Consumer Services","Real Estate Investment Trusts"
"244","CCL",2013,4.0104e+10,1.292e+09,-3.59e+08,1.39,1.5456e+10,29,23,7,9,1.5548e+10,2.4556e+10,1.8782e+10,31,758992805.755,3.9171e+10,0.385397965290245,0.633165010588044,2013-04-01,34.349998,33.959999,33.849998,34.400002,2973800,"04","Carnival Corporation","Consumer Services","Marine Transportation"
"245","CCL",2014,3.9448e+10,1.27e+09,-2.81e+08,1.59,1.5884e+10,21,16,8,11,1.5244e+10,2.4204e+10,1.9158e+10,34,764779874.214,3.8459e+10,0.402656661934699,0.629813254007602,2014-04-01,37.830002,38.400002,37.830002,38.419998,2766100,"04","Carnival Corporation","Consumer Services","Marine Transportation"
"246","CCL",2015,3.9237e+10,1.308e+09,3.59e+08,2.26,1.5714e+10,35,30,11,16,1.5466e+10,2.3771e+10,2.006e+10,40,777433628.319,3.757e+10,0.400489334046945,0.650624710782045,2015-04-01,47.810001,47.48,47.009998,48,3140600,"04","Carnival Corporation","Consumer Services","Marine Transportation"
"247","CELG",2013,13378200000,2839700000,286300000,3.5,6493900000,388,371,22,28,7788300000,5589900000,4472500000,95,414257142.857,10252200000,0.485409098383938,1.39328073847475,2013-04-01,116.510002,117.040001,116.290001,117.940002,5072000,"04","Celgene Corporation","Health Care","Major Pharmaceuticals"
"248","CELG",2014,17340100000,4067600000,267300000,2.49,7670400000,460,441,26,33,10815300000,6524800000,6472400000,95,803172690.763,13005200000,0.442350390136158,1.65756804806278,2014-04-01,142,146.600006,142,147.169998,9888600,"04","Celgene Corporation","Health Care","Major Pharmaceuticals"
"249","CELG",2015,26964400000,10858100000,625300000,2.02,9.256e+09,477,455,17,24,21045400000,5.919e+09,8074400000,95,793069306.931,1.5481e+10,0.343267419263918,3.55556681871938,2015-04-01,114.879997,114.57,111.699997,115.650002,10650800,"04","Celgene Corporation","Health Care","Major Pharmaceuticals"
"250","CERN",2013,4098364000,491209000,64073000,1.16,2910748000,275,270,14,20,930700000,3167664000,2393048000,82,343408620.69,3543082000,0.710221932458903,0.293812727612525,2013-04-01,94.970001,94.230003,93.139999,94.970001,1612400,"04","Cerner Corporation","Technology","EDP Services"
"251","CERN",2014,4530565000,546835000,-65662000,1.54,3402703000,370,367,15,22,964597000,3565968000,2918481000,82,341190259.74,4049392000,0.751054890504827,0.270500744818798,2014-04-01,55.91,56.490002,55.91,56.869999,2108000,"04","Cerner Corporation","Technology","EDP Services"
"252","CERN",2015,5561984000,1250617000,23109000,1.57,4425267000,235,233,12,18,1691600000,3870384000,3457843000,83,343542675.159,4288258000,0.795627423595609,0.437062575703083,2015-04-01,73.269997,73,71.940002,73.269997,1817000,"04","Cerner Corporation","Technology","EDP Services"
"253","CF",2012,10166900000,0,207500000,28.94,6.104e+09,295,266,31,48,4264700000,5902200000,3461100000,51,65504492.0525,9959400000,0.600379663417561,0.722561078919725,2012-04-02,183.199997,187.789993,181.650009,188.279991,7546500,"04","CF Industries Holdings, Inc.","Basic Industries","Agricultural Chemicals"
"254","CF",2013,10678100000,0,-3.64e+08,24.87,5474700000,318,284,28,44,5.602e+09,5076100000,3725600000,46,60566948.1303,11042100000,0.512703570859984,1.10360315990623,2013-04-01,189.790001,190.020008,188.560009,190.289993,5311000,"04","CF Industries Holdings, Inc.","Basic Industries","Agricultural Chemicals"
"255","CF",2014,11254200000,0,94800000,27.16,4743200000,258,238,46,50,7044500000,4209700000,3175300000,37,80393961.7084,11159400000,0.421460432549626,1.67339715419151,2014-04-01,261.599998,266.380005,258.770008,266.940002,5828500,"04","CF Industries Holdings, Inc.","Basic Industries","Agricultural Chemicals"
