date,symbol,open,close,low,high,volume,new_close,increased,status
2010-01-04T00:00:00Z,AAPL,213.429998,214.009998,212.380001,214.499996,123432400,0,FALSE,Decreased
2010-01-05T00:00:00Z,AAPL,214.599998,214.379993,213.249994,215.589994,150476200,0.36999500000001717,TRUE,Increased
2010-01-06T00:00:00Z,AAPL,214.379993,210.969995,210.750004,215.23,13804e4,-3.4099980000000016,FALSE,Decreased
2010-01-07T00:00:00Z,AAPL,211.75,210.58,209.050005,212.000006,119282800,-0.389994999999999,FALSE,Decreased
2010-01-08T00:00:00Z,AAPL,210.299994,211.980005,209.060005,212.000006,111902700,1.400004999999993,TRUE,Increased
2010-01-11T00:00:00Z,AAPL,212.799997,210.110003,208.450005,213.000002,115557400,-1.8700019999999995,FALSE,Decreased
2010-01-12T00:00:00Z,AAPL,209.189995,207.720001,206.419998,209.769995,148614900,-2.3900020000000097,FALSE,Decreased
2010-01-13T00:00:00Z,AAPL,207.870005,210.650002,204.099998,210.929995,151473e3,2.9300010000000043,TRUE,Increased
2010-01-14T00:00:00Z,AAPL,210.110003,209.43,209.020004,210.459997,108223500,-1.2200019999999938,FALSE,Decreased
2010-01-15T00:00:00Z,AAPL,210.929995,205.93,205.869999,211.599997,148516900,-3.5,FALSE,Decreased
2010-01-19T00:00:00Z,AAPL,208.330002,215.039995,207.240004,215.189999,182501900,9.109994999999998,TRUE,Increased
2010-01-20T00:00:00Z,AAPL,214.910006,211.73,209.500002,215.549994,153038200,-3.309995000000015,FALSE,Decreased
2010-01-21T00:00:00Z,AAPL,212.079994,208.069996,207.210003,213.309996,152038600,-3.6600039999999865,FALSE,Decreased
2010-01-22T00:00:00Z,AAPL,206.780006,197.75,197.16,207.499996,220441900,-10.319996000000003,FALSE,Decreased
2010-01-25T00:00:00Z,AAPL,202.510002,203.070002,200.190002,204.699999,266424900,5.320001999999988,TRUE,Increased
2010-01-26T00:00:00Z,AAPL,205.950001,205.940001,202.580004,213.710005,466777500,2.869999000000007,TRUE,Increased
2010-01-27T00:00:00Z,AAPL,206.849995,207.880005,199.530001,210.58,430642100,1.940004000000016,TRUE,Increased
2010-01-28T00:00:00Z,AAPL,204.930004,199.289995,198.699995,205.500004,293375600,-8.590010000000007,FALSE,Decreased
2010-01-29T00:00:00Z,AAPL,201.079996,192.060003,190.250002,202.199995,311488100,-7.22999200000001,FALSE,Decreased
2010-02-01T00:00:00Z,AAPL,192.369997,194.729998,191.299999,196,187469100,2.669995,TRUE,Increased
2010-02-02T00:00:00Z,AAPL,195.909998,195.859997,193.379993,196.319994,174585600,1.129998999999998,TRUE,Increased
2010-02-03T00:00:00Z,AAPL,195.169994,199.229994,194.420004,200.200003,153832e3,3.369997000000012,TRUE,Increased
2010-02-04T00:00:00Z,AAPL,196.730003,192.050003,191.570005,198.370001,189413e3,-7.179991000000001,FALSE,Decreased
2010-02-05T00:00:00Z,AAPL,192.630003,195.460001,190.850002,196,212576700,3.4099980000000016,TRUE,Increased
2010-02-08T00:00:00Z,AAPL,195.690006,194.119997,193.999994,197.880003,119567700,-1.3400039999999933,FALSE,Decreased
2010-02-09T00:00:00Z,AAPL,196.419996,196.190004,194.749998,197.499994,158221700,2.0700069999999755,TRUE,Increased
2010-02-10T00:00:00Z,AAPL,195.889997,195.120007,194.26,196.6,92590400,-1.0699970000000008,FALSE,Decreased
2010-02-11T00:00:00Z,AAPL,194.880001,198.669994,194.059996,199.750006,137586400,3.5499870000000158,TRUE,Increased
2010-02-12T00:00:00Z,AAPL,198.109995,200.379993,195.500002,201.639996,163867200,1.7099990000000105,TRUE,Increased
2010-02-16T00:00:00Z,AAPL,201.940002,203.399996,201.520006,203.690002,135934400,3.0200029999999742,TRUE,Increased
2010-02-17T00:00:00Z,AAPL,204.190001,202.550003,200.860004,204.310003,109099200,-0.8499929999999836,FALSE,Decreased
2010-02-18T00:00:00Z,AAPL,201.629995,202.929998,200.920006,203.889994,105706300,0.3799950000000081,TRUE,Increased
2010-02-19T00:00:00Z,AAPL,201.860001,201.669996,201.109997,203.200005,103867400,-1.2600020000000143,FALSE,Decreased
2010-02-22T00:00:00Z,AAPL,202.339998,200.419994,199.190006,202.500002,97640900,-1.250001999999995,FALSE,Decreased
2010-02-23T00:00:00Z,AAPL,199.999998,197.059998,195.709993,201.330002,143773700,-3.3599959999999953,FALSE,Decreased
2010-02-24T00:00:00Z,AAPL,198.229998,200.66,197.840002,201.440004,115141600,3.6000019999999893,TRUE,Increased
2010-02-25T00:00:00Z,AAPL,197.380005,202.000004,196.889994,202.859997,166281500,1.3400039999999933,TRUE,Increased
2010-02-26T00:00:00Z,AAPL,202.379999,204.619997,202.000004,205.169996,126865200,2.619993000000022,TRUE,Increased
2010-03-01T00:00:00Z,AAPL,205.749996,208.990004,205.450003,209.500002,137523400,4.370006999999987,TRUE,Increased
2010-03-02T00:00:00Z,AAPL,209.929998,208.85,207.740002,210.830006,141636600,-0.14000400000000468,FALSE,Decreased
2010-03-03T00:00:00Z,AAPL,208.940002,209.329998,207.940006,209.869997,93013200,0.4799979999999948,TRUE,Increased
2010-03-04T00:00:00Z,AAPL,209.279997,210.710003,208.629995,210.919994,91510300,1.3800050000000113,TRUE,Increased
2010-03-05T00:00:00Z,AAPL,214.940006,218.950005,214.629999,219.699995,224905100,8.240002000000004,TRUE,Increased
2010-03-08T00:00:00Z,AAPL,220.010002,219.079994,218.250002,220.090004,107472400,0.1299889999999948,TRUE,Increased
2010-03-09T00:00:00Z,AAPL,218.310003,223.020004,217.889994,224.999996,230064800,3.940010000000001,TRUE,Increased
2010-03-10T00:00:00Z,AAPL,223.829996,224.839993,223.199995,225.480007,149054500,1.8199889999999925,TRUE,Increased
2010-03-11T00:00:00Z,AAPL,223.909998,225.500008,223.319998,225.500008,101425100,0.6600150000000156,TRUE,Increased
2010-03-12T00:00:00Z,AAPL,227.37001,226.600006,225.75,227.729992,104080900,1.0999979999999994,TRUE,Increased
2010-03-15T00:00:00Z,AAPL,225.380005,223.839996,220.249994,225.500008,123375700,-2.760009999999994,FALSE,Decreased
2010-03-16T00:00:00Z,AAPL,224.180004,224.449997,222.510006,224.979996,111727e3,0.6100009999999827,TRUE,Increased
2010-03-17T00:00:00Z,AAPL,224.899994,224.120003,223.269997,226.449989,112739200,-0.32999399999999923,FALSE,Decreased
2010-03-18T00:00:00Z,AAPL,224.100002,224.650002,222.609995,224.999996,85527400,0.5299990000000037,TRUE,Increased
2010-03-19T00:00:00Z,AAPL,224.790005,222.25,221.230003,225.240002,139861400,-2.4000020000000006,FALSE,Decreased
2010-03-22T00:00:00Z,AAPL,220.469999,224.750004,220.150005,225.999992,114104900,2.50000399999999,TRUE,Increased
2010-03-23T00:00:00Z,AAPL,225.640011,228.359993,224.100002,228.780003,150607800,3.609989000000013,TRUE,Increased
2010-03-24T00:00:00Z,AAPL,227.640003,229.370003,227.509987,230.200008,149445100,1.010009999999994,TRUE,Increased
2010-03-25T00:00:00Z,AAPL,230.919998,226.649994,226.250011,230.970013,135571100,-2.7200090000000046,FALSE,Decreased
2010-03-26T00:00:00Z,AAPL,228.949993,230.899998,228.550011,231.950008,160218800,4.250004000000018,TRUE,Increased
2010-03-29T00:00:00Z,AAPL,232.999992,232.389992,231.619987,233.869999,135186100,1.4899939999999958,TRUE,Increased
2010-03-30T00:00:00Z,AAPL,236.599995,235.849991,234.250008,237.479988,131827500,3.459998999999982,TRUE,Increased
2010-03-31T00:00:00Z,AAPL,235.490009,235.000011,234.459999,236.610008,107664900,-0.849979999999988,FALSE,Decreased
2010-04-01T00:00:00Z,AAPL,237.41,235.969994,232.75,238.730003,150786300,0.9699830000000134,TRUE,Increased
2010-04-05T00:00:00Z,AAPL,234.980011,238.48999800000001,234.769993,238.509998,171126900,2.520004,TRUE,Increased
2010-04-06T00:00:00Z,AAPL,238.200005,239.540009,237.000004,240.23999800000001,111754300,1.0500109999999836,TRUE,Increased
2010-04-07T00:00:00Z,AAPL,239.549995,240.600006,238.659988,241.92001,157125500,1.0599970000000098,TRUE,Increased
2010-04-08T00:00:00Z,AAPL,240.440002,239.950005,238.040001,241.540001,143247300,-0.6500010000000032,FALSE,Decreased
2010-04-09T00:00:00Z,AAPL,241.430012,241.789993,240.460003,241.889996,83545700,1.8399880000000053,TRUE,Increased
2010-04-12T00:00:00Z,AAPL,242.199989,242.290005,241.809994,243.069996,83256600,0.5000119999999981,TRUE,Increased
2010-04-13T00:00:00Z,AAPL,241.860008,242.430008,241.110004,242.800003,76552700,0.14000299999997878,TRUE,Increased
2010-04-14T00:00:00Z,AAPL,245.280006,245.690002,244.069992,245.810005,101019100,3.259994000000006,TRUE,Increased
2010-04-15T00:00:00Z,AAPL,245.779991,248.92001,245.509998,249.029999,94196200,3.230007999999998,TRUE,Increased
2010-04-16T00:00:00Z,AAPL,248.569988,247.400002,244.550003,251.140007,187636400,-1.52000799999999,FALSE,Decreased
2010-04-19T00:00:00Z,AAPL,247.030006,247.070007,241.769993,247.889999,141731100,-0.3299949999999967,FALSE,Decreased
2010-04-20T00:00:00Z,AAPL,248.540001,244.590004,242.960007,249.250004,184581600,-2.4800030000000106,FALSE,Decreased
2010-04-21T00:00:00Z,AAPL,258.799995,259.220005,255.729992,260.249989,245597800,14.630001000000021,TRUE,Increased
2010-04-22T00:00:00Z,AAPL,258.240009,266.469997,256.199989,266.750004,198356200,7.249991999999963,TRUE,Increased
